"","borough","neighborhood","building_class_category","tax_class_at_present","block","lot","building_class_at_present","address","apartment_number","zip_code","residential_units","commercial_units","total_units","land_square_feet","gross_square_feet","year_built","tax_class_at_time_of_sale","building_class_at_time_of_sale","sale_price","sale_date"
"3210","brooklyn","Bensonhurst","02 Two Family Dwellings","1",6272,17,"B2","1724 79th Street",NA,11214,2,0,2,2000,2200,1930,"1","B2",915000,2023-04-19
"3211","brooklyn","Bensonhurst","02 Two Family Dwellings","1",6275,16,"B2","2022 79th Street",NA,11214,2,0,2,3050,2520,1925,"1","B2",1580000,2023-02-16
"3212","brooklyn","Bensonhurst","02 Two Family Dwellings","1",6281,14,"B2","1416 80th Street",NA,11228,2,0,2,2633,1556,1920,"1","B2",1500000,2023-05-26
"3213","brooklyn","Bensonhurst","02 Two Family Dwellings","1",6281,52,"B2","1447 81st Street",NA,11228,2,0,2,2642,1372,1920,"1","B2",1273000,2023-09-19
"3214","brooklyn","Bensonhurst","02 Two Family Dwellings","1",6282,42,"B3","1579 81st Street",NA,11228,2,0,2,2133,1770,1935,"1","B3",990000,2023-09-08
"3215","brooklyn","Bensonhurst","02 Two Family Dwellings","1",6284,29,"B2","1736 80th Street",NA,11214,2,0,2,5000,2940,1910,"1","B2",1450000,2023-07-06
"3216","brooklyn","Bensonhurst","02 Two Family Dwellings","1",6287,18,"B1","2024 80th Street",NA,11214,2,0,2,6000,1626,1935,"1","B1",1650000,2023-02-07
"3217","brooklyn","Bensonhurst","02 Two Family Dwellings","1",6294,33,"B1","1568 81st Street",NA,11228,2,0,2,2400,2415,1955,"1","B1",1330000,2023-05-11
"3218","brooklyn","Bensonhurst","02 Two Family Dwellings","1",6295,19,"B2","1630 81st Street",NA,11214,2,0,2,2000,1800,1945,"1","B2",975000,2023-04-27
"3219","brooklyn","Bensonhurst","02 Two Family Dwellings","1",6295,87,"B3","1672 81st Street",NA,11214,2,0,2,1700,2746,1935,"1","B3",1700000,2023-11-06
"3220","brooklyn","Bensonhurst","02 Two Family Dwellings","1",6304,41,"B9","8204 15th Avenue",NA,11228,2,0,2,1983,2204,1950,"1","B9",1300000,2023-07-19
"3221","brooklyn","Bensonhurst","02 Two Family Dwellings","1",6306,4,"B3","8215 16th Avenue",NA,11214,2,0,2,2156,2100,1930,"1","B3",998000,2023-07-21
"3222","brooklyn","Bensonhurst","02 Two Family Dwellings","1",6306,145,"B1","8214 17th Avenue",NA,11214,2,0,2,880,800,1899,"1","B1",955000,2023-07-07
"3223","brooklyn","Bensonhurst","02 Two Family Dwellings","1",6310,9,"B3","8303 14th Avenue",NA,11228,2,0,2,2000,1760,1935,"1","B3",1260000,2023-06-15
"3224","brooklyn","Bensonhurst","02 Two Family Dwellings","1",6310,70,"B2","1413 84th Street",NA,11228,2,0,2,2675,1960,1930,"1","B2",1261115,2023-02-09
"3225","brooklyn","Bensonhurst","02 Two Family Dwellings","1",6311,66,"B1","1521 84th Street",NA,11228,2,0,2,2000,1800,1955,"1","B1",1180000,2023-10-13
"3226","brooklyn","Bensonhurst","02 Two Family Dwellings","1",6312,59,"B3","1671 84th Street",NA,11214,2,0,2,980,1300,1940,"1","B3",880000,2023-10-11
"3227","brooklyn","Bensonhurst","02 Two Family Dwellings","1",6313,21,"B1","8123 17th Avenue",NA,11214,2,0,2,1800,2820,1920,"1","B1",995000,2023-05-04
"3228","brooklyn","Bensonhurst","02 Two Family Dwellings","1",6323,31,"B2","1472 84th Street",NA,11228,2,0,2,2500,1960,1930,"1","B2",1400000,2023-06-26
"3229","brooklyn","Bensonhurst","02 Two Family Dwellings","1",6324,26,"B3","1542 84th Street",NA,11228,2,0,2,1840,1824,1955,"1","B3",988000,2023-03-28
"3230","brooklyn","Bensonhurst","02 Two Family Dwellings","1",6324,31,"B3","1554 84th Street",NA,11228,2,0,2,1980,1872,1955,"1","B3",1185000,2024-01-16
"3231","brooklyn","Bensonhurst","02 Two Family Dwellings","1",6324,35,"B3","1564 84th Street",NA,11228,2,0,2,2080,2650,1955,"1","B3",1220000,2023-05-15
"3232","brooklyn","Bensonhurst","02 Two Family Dwellings","1",6324,37,"B9","1568 84th Street",NA,11228,2,0,2,2140,1824,1955,"1","B9",970000,2023-05-04
"3233","brooklyn","Bensonhurst","02 Two Family Dwellings","1",6326,9,"B3","8413 17th Avenue",NA,11214,2,0,2,1463,1634,1925,"1","B3",998750,2023-02-17
"3234","brooklyn","Bensonhurst","02 Two Family Dwellings","1",6329,30,"B9","2052 83rd Street",NA,11214,2,0,2,1817,1404,1905,"1","B9",915000,2023-08-10
"3235","brooklyn","Bensonhurst","02 Two Family Dwellings","1",6340,11,"B1","1414 85th Street",NA,11228,2,0,2,2750,1840,1920,"1","B1",1220000,2023-06-14
"3236","brooklyn","Bensonhurst","02 Two Family Dwellings","1",6343,75,"B3","1707 86th Street",NA,11214,2,0,2,1044,1908,1910,"1","B3",866667,2023-05-15
"3237","brooklyn","Bensonhurst","02 Two Family Dwellings","1",6851,39,"B1","2378 82nd Street",NA,11214,2,0,2,3300,2760,1920,"1","B1",1490000,2023-12-28
"3238","brooklyn","Bensonhurst","02 Two Family Dwellings","1",6854,14,"B3","2418 83rd Street",NA,11214,2,0,2,3000,1680,1930,"1","B3",1080000,2023-07-21
"3239","brooklyn","Bensonhurst","02 Two Family Dwellings","1",6859,39,"B1","2484 85 Street",NA,11214,2,0,2,2600,2200,1925,"1","B1",370000,2023-08-23
"3240","brooklyn","Bensonhurst","03 Three Family Dwellings","1",5554,54,"C0","1845 66th Street",NA,11204,3,0,3,2500,2640,1930,"1","C0",1630000,2023-04-14
"3241","brooklyn","Bensonhurst","03 Three Family Dwellings","1",5568,27,"C0","1762 67th Street",NA,11204,3,0,3,1534,1900,1930,"1","C0",1380000,2023-10-05
"3242","brooklyn","Bensonhurst","03 Three Family Dwellings","1",6162,70,"C0","1921 70th Street",NA,11204,3,0,3,2800,2412,1930,"1","C0",1660000,2023-08-18
"3243","brooklyn","Bensonhurst","03 Three Family Dwellings","1",6169,5,"C0","7013 15th Avenue",NA,11228,3,0,3,2000,2980,1960,"1","C0",1100000,2023-07-26
"3244","brooklyn","Bensonhurst","03 Three Family Dwellings","1",6169,5,"C0","7013 15th Avenue",NA,11228,3,0,3,2000,2980,1960,"1","C0",1200000,2023-12-29
"3245","brooklyn","Bensonhurst","03 Three Family Dwellings","1",6171,28,"C0","1752 70th Street",NA,11204,3,0,3,2000,4260,1925,"1","C0",1275000,2023-05-31
"3246","brooklyn","Bensonhurst","03 Three Family Dwellings","1",6186,72,"C0","2115 72nd Street",NA,11204,3,0,3,4000,2560,1930,"1","C0",1730000,2024-01-22
"3247","brooklyn","Bensonhurst","03 Three Family Dwellings","1",6194,63,"C0","1823 73rd Street",NA,11204,3,0,3,2700,2376,1930,"1","C0",1650000,2023-02-01
"3248","brooklyn","Bensonhurst","03 Three Family Dwellings","1",6196,14,"C0","2020 72nd Street",NA,11204,3,0,3,2500,2560,1930,"1","C0",1630000,2023-10-16
"3249","brooklyn","Bensonhurst","03 Three Family Dwellings","1",6196,38,"C0","7202 21st Avenue",NA,11204,3,0,3,2125,2604,1930,"1","C0",1800000,2023-06-20
"3250","brooklyn","Bensonhurst","03 Three Family Dwellings","1",6203,77,"C0","1647 74th Street",NA,11204,3,0,3,2500,2240,1920,"1","C0",1400000,2023-12-01
"3251","brooklyn","Bensonhurst","03 Three Family Dwellings","1",6205,60,"C0","1855 74 Street",NA,11204,3,0,3,2550,2640,1930,"1","C0",390000,2023-05-31
"3252","brooklyn","Bensonhurst","03 Three Family Dwellings","1",6219,23,"C0","2150 74th Street",NA,11204,3,0,3,2500,2800,1925,"1","C0",1800000,2023-03-15
"3253","brooklyn","Bensonhurst","03 Three Family Dwellings","1",6235,70,"C0","1515 77th Street",NA,11228,3,0,3,2700,2604,1920,"1","C0",1750000,2023-11-20
"3254","brooklyn","Bensonhurst","03 Three Family Dwellings","1",6237,69,"C0","1741 77th Street",NA,11214,3,0,3,2500,2640,1925,"1","C0",1750000,2023-08-31
"3255","brooklyn","Bensonhurst","03 Three Family Dwellings","1",6250,58,"C0","1949 78th Street",NA,11214,3,0,3,2000,2500,1965,"1","C0",1548000,2023-11-20
"3256","brooklyn","Bensonhurst","03 Three Family Dwellings","1",6270,52,"C0","1559 80th Street",NA,11228,3,0,3,2483,2016,1930,"1","C0",1600000,2024-01-18
"3257","brooklyn","Bensonhurst","03 Three Family Dwellings","1",6270,61,"C0","1533 80th Street",NA,11228,3,0,3,2483,2016,1930,"1","C0",1500000,2024-01-08
"3258","brooklyn","Bensonhurst","03 Three Family Dwellings","1",6284,37,"C0","1766 80th Street",NA,11214,3,0,3,3050,3176,1960,"1","C0",1965000,2023-04-17
"3259","brooklyn","Bensonhurst","03 Three Family Dwellings","1",6286,54,"C0","1957 81st Street",NA,11214,3,0,3,4000,3828,1915,"1","C0",1688000,2024-01-08
"3260","brooklyn","Bensonhurst","03 Three Family Dwellings","1",6311,19,"C0","1534 83rd Street",NA,11228,3,0,3,1560,1800,1945,"1","C0",999000,2023-04-20
"3261","brooklyn","Bensonhurst","03 Three Family Dwellings","1",6311,39,"C0","1582 83rd Street",NA,11228,3,0,3,1800,1800,1945,"1","C0",8e+05,2023-10-23
"3262","brooklyn","Bensonhurst","03 Three Family Dwellings","1",6319,72,"C0","2217 83rd Street",NA,11214,3,0,3,3000,3630,1970,"1","C0",1550000,2023-10-04
"3263","brooklyn","Bensonhurst","03 Three Family Dwellings","1",6329,26,"C0","2044 83rd Street",NA,11214,3,0,3,1817,1404,1905,"1","C0",1150000,2024-01-02
"3264","brooklyn","Bensonhurst","03 Three Family Dwellings","1",6342,36,"C0","1672 85th Street",NA,11214,3,0,3,1775,2366,1899,"1","C0",920000,2023-03-27
"3265","brooklyn","Bensonhurst","03 Three Family Dwellings","1",6343,12,"C0","1716 85th Street",NA,11214,3,0,3,1650,3051,1970,"1","C0",1430000,2023-08-16
"3266","brooklyn","Bensonhurst","03 Three Family Dwellings","1",6347,25,"C0","2146 85th Street",NA,11214,3,0,3,3000,3762,2002,"1","C0",1998000,2023-05-16
"3267","brooklyn","Bensonhurst","03 Three Family Dwellings","1",6856,68,"C0","2427 85th Street",NA,11214,3,0,3,2000,2552,1955,"1","C0",1430000,2023-07-25
"3268","brooklyn","Bensonhurst","07 Rentals - Walkup Apartments","2A",5552,62,"C3","1655 66th Street",NA,11204,4,0,4,2650,3520,1931,"2","C3",1910000,2024-01-31
"3269","brooklyn","Bensonhurst","07 Rentals - Walkup Apartments","2A",5559,23,"C3","1634 66 Street",NA,11204,4,0,4,3135,3600,1931,"2","C3",1772000,2023-09-19
"3270","brooklyn","Bensonhurst","07 Rentals - Walkup Apartments","2A",5559,26,"C3","1644 66th Street",NA,11204,4,0,4,2500,3600,1931,"2","C3",1950000,2023-10-04
"3271","brooklyn","Bensonhurst","07 Rentals - Walkup Apartments","2A",5569,33,"C3","1868 67th Street",NA,11204,4,0,4,2500,3000,1931,"2","C3",1700500,2023-04-04
"3272","brooklyn","Bensonhurst","07 Rentals - Walkup Apartments","2A",5571,40,"C3","6714 21st Avenue",NA,11204,4,0,4,2608,3280,1931,"2","C3",1630000,2023-09-12
"3273","brooklyn","Bensonhurst","07 Rentals - Walkup Apartments","2A",5571,43,"C3","6724 21st Avenue",NA,11204,4,0,4,2158,3280,1931,"2","C3",1730000,2023-10-25
"3274","brooklyn","Bensonhurst","07 Rentals - Walkup Apartments","2A",6157,48,"C2","1479 70th Street",NA,11228,6,0,6,1800,4800,1925,"2","C2",1750000,2023-08-03
"3275","brooklyn","Bensonhurst","07 Rentals - Walkup Apartments","2A",6158,34,"C2","1569 70 Street",NA,11228,5,0,5,2000,4680,1925,"2","C2",2218000,2023-04-28
"3276","brooklyn","Bensonhurst","07 Rentals - Walkup Apartments","2A",6158,37,"C3","1563 70th Street",NA,11228,4,0,4,2000,4680,1922,"2","C3",1400000,2023-11-14
"3277","brooklyn","Bensonhurst","07 Rentals - Walkup Apartments","2A",6161,21,"C3","1834 Bay Ridge Avenue",NA,11204,4,0,4,2500,3026,1924,"2","C3",1780000,2023-03-21
"3278","brooklyn","Bensonhurst","07 Rentals - Walkup Apartments","2A",6169,43,"C3","1513 71st Street",NA,11228,4,0,4,2800,3200,1923,"2","C3",1955000,2023-08-02
"3279","brooklyn","Bensonhurst","07 Rentals - Walkup Apartments","2A",6171,69,"C3","1735 71 Street",NA,11204,4,0,4,2500,3000,1924,"2","C3",1775000,2023-04-06
"3280","brooklyn","Bensonhurst","07 Rentals - Walkup Apartments","2A",6174,60,"C3","2043 71st Street",NA,11204,4,0,4,2542,3080,1924,"2","C3",1880000,2023-07-05
"3281","brooklyn","Bensonhurst","07 Rentals - Walkup Apartments","2A",6182,30,"C3","1764 71st Street",NA,11204,4,0,4,2500,3000,1924,"2","C3",1020000,2023-07-20
"3282","brooklyn","Bensonhurst","07 Rentals - Walkup Apartments","2A",6196,53,"C3","2061 73rd Street",NA,11204,4,0,4,2800,3350,1935,"2","C3",1800000,2023-10-13
"3283","brooklyn","Bensonhurst","07 Rentals - Walkup Apartments","2A",6226,61,"C3","1767 76th Street",NA,11214,4,0,4,2500,3120,1931,"2","C3",1600000,2023-11-20
"3284","brooklyn","Bensonhurst","07 Rentals - Walkup Apartments","2A",6226,62,"C3","1765 76th Street",NA,11214,4,0,4,2500,3120,1931,"2","C3",1600000,2023-03-06
"3285","brooklyn","Bensonhurst","07 Rentals - Walkup Apartments","2A",6226,65,"C3","1755 76th Street",NA,11214,4,0,4,2500,3120,1931,"2","C3",1775000,2023-02-09
"3286","brooklyn","Bensonhurst","07 Rentals - Walkup Apartments","2A",6248,36,"C3","1772 77th Street",NA,11214,4,0,4,2500,3198,1931,"2","C3",1700000,2024-01-09
"3287","brooklyn","Bensonhurst","07 Rentals - Walkup Apartments","2A",6248,37,"C3","1774 77th Street",NA,11214,4,0,4,2500,3198,1931,"2","C3",1550000,2023-09-27
"3288","brooklyn","Bensonhurst","07 Rentals - Walkup Apartments","2A",6248,72,"C3","1733 78th Street",NA,11214,4,0,4,2500,3116,1931,"2","C3",1850000,2023-10-23
"3289","brooklyn","Bensonhurst","07 Rentals - Walkup Apartments","2A",6249,12,"C3","1814 77th Street",NA,11214,4,0,4,2650,3160,1931,"2","C3",309500,2023-12-12
"3290","brooklyn","Bensonhurst","07 Rentals - Walkup Apartments","2A",6252,9,"C3","2106 77 Street",NA,11214,4,0,4,2800,3680,1924,"2","C3",1750000,2023-08-22
"3291","brooklyn","Bensonhurst","07 Rentals - Walkup Apartments","2A",6252,11,"C3","2110 77th Street",NA,11214,4,0,4,3050,3680,1925,"2","C3",2050000,2023-04-03
"3292","brooklyn","Bensonhurst","07 Rentals - Walkup Apartments","2A",6261,10,"C2","7801 18th Avenue",NA,11214,6,0,6,2540,5100,1931,"2","C2",1475000,2023-09-15
"3293","brooklyn","Bensonhurst","07 Rentals - Walkup Apartments","2",6289,65,"C1","2233 81st Street",NA,11214,24,0,24,6000,17760,1927,"2","C1",2950000,2023-03-31
"3294","brooklyn","Bensonhurst","07 Rentals - Walkup Apartments","2A",6325,52,"C3","8418-8420 17th Avenue",NA,11214,4,0,4,4800,4900,1929,"2","C3",1700000,2023-12-20
"3295","brooklyn","Bensonhurst","07 Rentals - Walkup Apartments","2A",6326,15,"C3","1722 84th Street",NA,11214,4,0,4,8099,3600,1931,"2","C3",2650000,2023-05-16
"3296","brooklyn","Bensonhurst","07 Rentals - Walkup Apartments","2",6328,43,"C1","1975 84th Street",NA,11214,35,0,35,10000,32000,1921,"2","C1",3050000,2023-12-18
"3297","brooklyn","Bensonhurst","07 Rentals - Walkup Apartments","2A",6334,54,"C3","2053 85th Street",NA,11214,4,0,4,2567,3280,1924,"2","C3",555538,2023-10-13
"3298","brooklyn","Bensonhurst","07 Rentals - Walkup Apartments","2A",6335,61,"C2","2141 85th Street",NA,11214,5,0,5,3000,4749,1926,"2","C2",1500000,2023-02-21
"3299","brooklyn","Bensonhurst","07 Rentals - Walkup Apartments","2A",6336,57,"C3","2249 85th Street, 4",NA,11214,4,0,4,3000,3280,1923,"2","C3",2050000,2023-07-20
"3300","brooklyn","Bensonhurst","07 Rentals - Walkup Apartments","2A",6854,12,"C3","2416 83rd Street",NA,11214,4,0,4,3000,3476,1925,"2","C3",1700000,2023-04-05
"3301","brooklyn","Bensonhurst","07 Rentals - Walkup Apartments","2A",6854,72,"C3","2405 84th Street",NA,11214,4,0,4,3375,3650,1924,"2","C3",1690000,2023-02-13
"3302","brooklyn","Bensonhurst","07 Rentals - Walkup Apartments","2A",6855,45,"C2","2375 85th Street",NA,11214,6,0,6,2800,5040,1927,"2","C2",1103333,2023-04-13
"3303","brooklyn","Bensonhurst","07 Rentals - Walkup Apartments","2A",6860,16,"C3","2526 85th Street",NA,11214,4,0,4,2700,3075,1925,"2","C3",1200000,2023-12-19
"3304","brooklyn","Bensonhurst","14 Rentals - 4-10 Unit","2A",5556,2,"S4","6521 20th Avenue",NA,11204,4,1,5,1810,3300,1931,"2","S4",1620000,2024-01-05
"3305","brooklyn","Bensonhurst","21 Office Buildings","4",6860,1,"O7","2501-2511 86th Street",NA,11214,0,2,2,10000,6165,1940,"4","O7",4800000,2023-02-14
"3306","brooklyn","Bensonhurst","22 Store Buildings","4",5553,40,"K2","N/A 18th Avenue",NA,11204,0,1,1,15090,26000,1985,"4","K2",2.8e+07,2023-05-08
"3307","brooklyn","Bensonhurst","22 Store Buildings","4",5554,9,"K1","6501 18th Avenue",NA,11204,0,2,2,10000,7600,1989,"4","K1",7700000,2023-06-29
"3308","brooklyn","Bensonhurst","22 Store Buildings","4",5554,9,"K1","6505 18th Avenue",NA,11204,0,2,2,10000,7600,1989,"4","K1",10262500,2023-08-22
"3309","brooklyn","Bensonhurst","22 Store Buildings","4",6164,40,"K1","6906 Bay Parkway",NA,11204,0,2,2,3250,2113,1942,"4","K1",990000,2023-02-15
"3310","brooklyn","Bensonhurst","22 Store Buildings","4",6236,60,"K4","7601 New Utrecht Avenue",NA,11214,2,2,4,1888,3577,1931,"4","K4",1275000,2023-05-09
"3311","brooklyn","Bensonhurst","22 Store Buildings","4",6262,39,"K1","7802 20th Avenue",NA,11214,0,3,3,4767,4767,1931,"4","K1",3200000,2023-09-21
"3312","brooklyn","Bensonhurst","22 Store Buildings","4",6314,64,"K2","8204 18th Avenue",NA,11214,0,1,1,1350,3672,1950,"4","K2",1900000,2023-02-15
"3313","brooklyn","Bensonhurst","22 Store Buildings","4",6343,24,"K4","1709 86th Street",NA,11214,1,1,2,1044,2757,1930,"4","K4",866667,2023-05-15
"3314","brooklyn","Bensonhurst","22 Store Buildings","4",6343,76,"K2","1705 86th Street",NA,11214,0,1,1,1044,1872,1934,"4","K2",866667,2023-05-15
"3315","brooklyn","Bensonhurst","22 Store Buildings","4",6345,41,"K4","1969 86th Street",NA,11214,1,1,2,2000,2800,1930,"4","K4",2600000,2023-03-17
"3316","brooklyn","Bergen Beach","01 One Family Dwellings","1",8365,68,"A5","1364 East 66 Street",NA,11234,1,0,1,2880,2304,1996,"1","A5",712000,2023-08-02
"3317","brooklyn","Bergen Beach","01 One Family Dwellings","1",8365,68,"A5","1364 East 66th Street",NA,11234,1,0,1,2880,2304,1996,"1","A5",712000,2023-11-09
"3318","brooklyn","Bergen Beach","01 One Family Dwellings","1",8366,431,"A5","6607 Avenue N",NA,11234,1,0,1,2268,1200,2004,"1","A5",790000,2023-12-22
"3319","brooklyn","Bergen Beach","01 One Family Dwellings","1",8388,130,"A9","6705 Avenue T",NA,11234,1,0,1,4327,1181,1970,"1","A9",847000,2023-10-25
"3320","brooklyn","Bergen Beach","01 One Family Dwellings","1",8391,14,"A5","1459 East 69 Street",NA,11234,1,0,1,2600,1683,1970,"1","A5",820000,2023-09-26
"3321","brooklyn","Bergen Beach","01 One Family Dwellings","1",8391,54,"A5","1450 East 70th",NA,11234,1,0,1,2600,1683,1975,"1","A5",748000,2023-02-21
"3322","brooklyn","Bergen Beach","01 One Family Dwellings","1",8391,55,"A5","1452 East 70th Street",NA,11234,1,0,1,2600,1683,1975,"1","A5",765000,2023-02-22
"3323","brooklyn","Bergen Beach","01 One Family Dwellings","1",8393,35,"A5","1460 East 73rd Street",NA,11234,1,0,1,2548,1928,2007,"1","A5",745000,2023-11-30
"3324","brooklyn","Bergen Beach","01 One Family Dwellings","1",8393,53,"A5","7222 Avenue N",NA,11234,1,0,1,2548,1585,2004,"1","A5",895000,2023-12-05
"3325","brooklyn","Bergen Beach","01 One Family Dwellings","1",8409,45,"A5","2017 East 68th Street",NA,11234,1,0,1,3777,1872,1961,"1","A5",840000,2023-10-12
"3326","brooklyn","Bergen Beach","01 One Family Dwellings","1",8411,47,"A5","2060 East 71st Street",NA,11234,1,0,1,4175,1881,1965,"1","A5",784000,2023-07-19
"3327","brooklyn","Bergen Beach","01 One Family Dwellings","1",8411,55,"A5","2033 East 70 Street",NA,11234,1,0,1,2783,1881,1965,"1","A5",783670,2024-01-19
"3328","brooklyn","Bergen Beach","01 One Family Dwellings","1",8413,6,"A5","7211 Avenue U",NA,11234,1,0,1,2200,1250,1960,"1","A5",628000,2023-04-25
"3329","brooklyn","Bergen Beach","01 One Family Dwellings","1",8413,11,"A9","2071 East 72nd Street",NA,11234,1,0,1,2000,1124,1925,"1","A9",649998,2023-03-28
"3330","brooklyn","Bergen Beach","01 One Family Dwellings","1",8413,53,"A9","2046 East 73rd Street",NA,11234,1,0,1,2000,1096,1925,"1","A9",695000,2023-05-05
"3331","brooklyn","Bergen Beach","01 One Family Dwellings","1",8414,57,"A9","2038 East 74th Street",NA,11234,1,0,1,2000,1064,1925,"1","A9",630000,2023-08-31
"3332","brooklyn","Bergen Beach","01 One Family Dwellings","1",8415,19,"A9","2051 East 74th Street",NA,11234,1,0,1,2000,1092,1925,"1","A9",560000,2023-08-24
"3333","brooklyn","Bergen Beach","01 One Family Dwellings","1",8439,38,"A5","2203 East 70th Street",NA,11234,1,0,1,2536,1836,1960,"1","A5",8e+05,2023-06-01
"3334","brooklyn","Bergen Beach","01 One Family Dwellings","1",8440,60,"A1","2252 East 72nd Street",NA,11234,1,0,1,6667,3054,1925,"1","A1",999000,2023-02-16
"3335","brooklyn","Bergen Beach","01 One Family Dwellings","1",8442,71,"A5","2276 East 74th Street",NA,11234,1,0,1,2750,1818,1965,"1","A5",850000,2023-07-28
"3336","brooklyn","Bergen Beach","01 One Family Dwellings","1",8447,13,"A5","2351 East 69th Street",NA,11234,1,0,1,2592,2448,2001,"1","A5",950000,2023-07-31
"3337","brooklyn","Bergen Beach","01 One Family Dwellings","1",8447,55,"A9","2336 East 70th Street",NA,11234,1,0,1,2500,1530,1970,"1","A9",825000,2023-11-02
"3338","brooklyn","Bergen Beach","01 One Family Dwellings","1",8447,66,"A9","2370 East 70th Street",NA,11234,1,0,1,2500,1530,1970,"1","A9",725000,2023-04-28
"3339","brooklyn","Bergen Beach","01 One Family Dwellings","1",8449,68,"A3","2364 East 72nd Street",NA,11234,1,0,1,2558,1887,1965,"1","A3",880000,2023-05-25
"3340","brooklyn","Bergen Beach","01 One Family Dwellings","1",8456,1,"A9","2460 East 70th Street",NA,11234,1,0,1,2650,2279,1970,"1","A9",840000,2023-11-17
"3341","brooklyn","Bergen Beach","01 One Family Dwellings","1",8456,15,"A5","2439 East 69th Street",NA,11234,1,0,1,2333,1380,2006,"1","A5",1051577,2023-11-06
"3342","brooklyn","Bergen Beach","01 One Family Dwellings","1",8460,17,"A1","2431 East 73rd Street",NA,11234,1,0,1,4000,3645,1965,"1","A1",1300000,2023-02-10
